country,year,sex,age,suicides_no,population,suicides/100k pop,gdp_per_capita ($),generation,cambio_pib_per_capita
Ireland,1993,male,55-74 years,56.0,250200,22.38,15872.0,Silent,15621.0
Ireland,1993,male,35-54 years,85.0,426500,19.93,15872.0,Boomers,15621.0
Ireland,1993,male,15-24 years,45.0,316400,14.22,15872.0,Generation X,15621.0
Ireland,1993,male,75+ years,8.0,65100,12.29,15872.0,G.I. Generation,15621.0
Ireland,1993,female,35-54 years,28.0,421100,6.65,15872.0,Boomers,15621.0
Ireland,1993,female,55-74 years,14.0,271400,5.16,15872.0,Silent,15621.0
Ireland,1993,female,25-34 years,13.0,252600,5.15,15872.0,Boomers,15621.0
Ireland,1993,female,15-24 years,9.0,300100,3.0,15872.0,Generation X,15621.0
Ireland,1993,female,75+ years,3.0,102900,2.92,15872.0,G.I. Generation,15621.0
Ireland,1993,male,5-14 years,8.0,335100,2.39,15872.0,Millenials,15621.0
Ireland,1993,female,5-14 years,0.0,317900,0.0,15872.0,Millenials,15621.0
Ireland,1994,male,25-34 years,77.0,249000,30.92,17188.0,Boomers,16937.0
Ireland,1994,male,35-54 years,99.0,436500,22.68,17188.0,Boomers,16937.0
Ireland,1994,male,15-24 years,69.0,318100,21.69,17188.0,Generation X,16937.0
Ireland,1994,male,75+ years,13.0,64700,20.09,17188.0,G.I. Generation,16937.0
Ireland,1994,male,55-74 years,44.0,252800,17.41,17188.0,Silent,16937.0
Ireland,1994,female,55-74 years,27.0,272800,9.9,17188.0,Silent,16937.0
Ireland,1994,female,35-54 years,38.0,431300,8.81,17188.0,Boomers,16937.0
Ireland,1994,female,15-24 years,13.0,303000,4.29,17188.0,Generation X,16937.0
Ireland,1994,female,25-34 years,9.0,256100,3.51,17188.0,Boomers,16937.0
Ireland,1994,female,75+ years,3.0,103200,2.91,17188.0,G.I. Generation,16937.0
Ireland,1994,male,5-14 years,2.0,328300,0.61,17188.0,Millenials,16937.0
Ireland,1994,female,5-14 years,0.0,310200,0.0,17188.0,Millenials,16937.0
Ireland,1995,male,25-34 years,67.0,253100,26.47,20689.0,Generation X,20438.0
Ireland,1995,male,35-54 years,111.0,444400,24.98,20689.0,Boomers,20438.0
Ireland,1995,male,15-24 years,76.0,319400,23.79,20689.0,Generation X,20438.0
Ireland,1995,male,75+ years,14.0,66000,21.21,20689.0,G.I. Generation,20438.0
Ireland,1995,male,55-74 years,48.0,254200,18.88,20689.0,Silent,20438.0
Ireland,1995,female,25-34 years,20.0,259200,7.72,20689.0,Generation X,20438.0
Ireland,1995,female,35-54 years,34.0,441600,7.7,20689.0,Boomers,20438.0
Ireland,1995,female,55-74 years,13.0,273900,4.75,20689.0,Silent,20438.0
Ireland,1995,female,15-24 years,11.0,306300,3.59,20689.0,Generation X,20438.0
Ireland,1995,female,75+ years,3.0,105500,2.84,20689.0,G.I. Generation,20438.0
Ireland,1995,male,5-14 years,4.0,319700,1.25,20689.0,Millenials,20438.0
Ireland,1995,female,5-14 years,2.0,302600,0.66,20689.0,Millenials,20438.0
Ireland,1996,male,25-34 years,89.0,257100,34.62,22478.0,Generation X,22227.0
Ireland,1996,male,15-24 years,82.0,323100,25.38,22478.0,Generation X,22227.0
Ireland,1996,male,35-54 years,111.0,454800,24.41,22478.0,Boomers,22227.0
Ireland,1996,male,75+ years,15.0,66900,22.42,22478.0,G.I. Generation,22227.0
Ireland,1996,male,55-74 years,44.0,256900,17.13,22478.0,Silent,22227.0
Ireland,1996,female,25-34 years,15.0,262900,5.71,22478.0,Generation X,22227.0
Ireland,1996,female,35-54 years,24.0,453300,5.29,22478.0,Boomers,22227.0
Ireland,1996,female,15-24 years,14.0,309800,4.52,22478.0,Generation X,22227.0
Ireland,1996,female,55-74 years,8.0,274300,2.92,22478.0,Silent,22227.0
Ireland,1996,female,75+ years,2.0,107700,1.86,22478.0,G.I. Generation,22227.0
Ireland,1996,male,5-14 years,4.0,312700,1.28,22478.0,Millenials,22227.0
Ireland,1996,female,5-14 years,0.0,296300,0.0,22478.0,Millenials,22227.0
Ireland,1997,male,15-24 years,105.0,327450,32.07,24259.0,Generation X,24008.0
Ireland,1997,male,25-34 years,80.0,261887,30.55,24259.0,Generation X,24008.0
Ireland,1997,male,35-54 years,126.0,467626,26.94,24259.0,Boomers,24008.0
Ireland,1997,male,55-74 years,49.0,260486,18.81,24259.0,Silent,24008.0
Ireland,1997,male,75+ years,12.0,67496,17.78,24259.0,G.I. Generation,24008.0
Ireland,1997,female,55-74 years,23.0,276097,8.33,24259.0,Silent,24008.0
Ireland,1997,female,35-54 years,33.0,466997,7.07,24259.0,Boomers,24008.0
Ireland,1997,female,15-24 years,19.0,313447,6.06,24259.0,Generation X,24008.0
Ireland,1997,female,25-34 years,12.0,267638,4.48,24259.0,Generation X,24008.0
Ireland,1997,female,75+ years,3.0,109207,2.75,24259.0,G.I. Generation,24008.0
Ireland,1997,male,5-14 years,4.0,305770,1.31,24259.0,Millenials,24008.0
Ireland,1997,female,5-14 years,0.0,290184,0.0,24259.0,Millenials,24008.0
Ireland,1998,male,25-34 years,106.0,268458,39.48,26115.0,Generation X,25864.0
Ireland,1998,male,15-24 years,112.0,328079,34.14,26115.0,Generation X,25864.0
Ireland,1998,male,35-54 years,140.0,479431,29.2,26115.0,Boomers,25864.0
Ireland,1998,male,55-74 years,55.0,264994,20.76,26115.0,Silent,25864.0
Ireland,1998,male,75+ years,11.0,68586,16.04,26115.0,G.I. Generation,25864.0
Ireland,1998,female,35-54 years,34.0,479738,7.09,26115.0,Boomers,25864.0
Ireland,1998,female,55-74 years,12.0,279666,4.29,26115.0,Silent,25864.0
Ireland,1998,female,15-24 years,13.0,314723,4.13,26115.0,Generation X,25864.0
Ireland,1998,female,25-34 years,10.0,271872,3.68,26115.0,Generation X,25864.0
Ireland,1998,female,75+ years,3.0,111741,2.68,26115.0,G.I. Generation,25864.0
Ireland,1998,female,5-14 years,1.0,283607,0.35,26115.0,Millenials,25864.0
Ireland,1998,male,5-14 years,1.0,298520,0.33,26115.0,Millenials,25864.0
Ireland,1999,male,25-34 years,82.0,274372,29.89,28344.0,Generation X,28093.0
Ireland,1999,male,15-24 years,86.0,327454,26.26,28344.0,Generation X,28093.0
Ireland,1999,male,55-74 years,58.0,270407,21.45,28344.0,Silent,28093.0
Ireland,1999,male,35-54 years,104.0,490716,21.19,28344.0,Boomers,28093.0
Ireland,1999,male,75+ years,10.0,68952,14.5,28344.0,G.I. Generation,28093.0
Ireland,1999,female,55-74 years,18.0,283198,6.36,28344.0,Silent,28093.0
Ireland,1999,female,25-34 years,15.0,277242,5.41,28344.0,Generation X,28093.0
Ireland,1999,female,15-24 years,17.0,315004,5.4,28344.0,Generation X,28093.0
Ireland,1999,female,35-54 years,26.0,490684,5.3,28344.0,Boomers,28093.0
Ireland,1999,female,75+ years,5.0,113032,4.42,28344.0,G.I. Generation,28093.0
Ireland,1999,male,5-14 years,2.0,292740,0.68,28344.0,Millenials,28093.0
Ireland,1999,female,5-14 years,1.0,278070,0.36,28344.0,Millenials,28093.0
Ireland,2000,male,25-34 years,99.0,283528,34.92,28340.0,Generation X,28089.0
Ireland,2000,male,35-54 years,138.0,501834,27.5,28340.0,Boomers,28089.0
Ireland,2000,male,15-24 years,85.0,326264,26.05,28340.0,Generation X,28089.0
Ireland,2000,male,55-74 years,51.0,276475,18.45,28340.0,Silent,28089.0
Ireland,2000,male,75+ years,7.0,69695,10.04,28340.0,G.I. Generation,28089.0
Ireland,2000,female,35-54 years,37.0,502942,7.36,28340.0,Boomers,28089.0
Ireland,2000,female,15-24 years,21.0,314968,6.67,28340.0,Generation X,28089.0
Ireland,2000,female,75+ years,5.0,114383,4.37,28340.0,G.I. Generation,28089.0
Ireland,2000,female,55-74 years,10.0,288075,3.47,28340.0,Silent,28089.0
Ireland,2000,female,25-34 years,9.0,283371,3.18,28340.0,Generation X,28089.0
Ireland,2000,male,5-14 years,1.0,287937,0.35,28340.0,Millenials,28089.0
Ireland,2000,female,5-14 years,0.0,273904,0.0,28340.0,Millenials,28089.0
Ireland,2001,male,25-34 years,104.0,295410,35.21,30536.0,Generation X,30285.0
Ireland,2001,male,15-24 years,89.0,324752,27.41,30536.0,Millenials,30285.0
Ireland,2001,male,35-54 years,139.0,512042,27.15,30536.0,Boomers,30285.0
Ireland,2001,male,55-74 years,66.0,285022,23.16,30536.0,Silent,30285.0
Ireland,2001,male,75+ years,9.0,70956,12.68,30536.0,Silent,30285.0
Ireland,2001,female,35-54 years,34.0,512762,6.63,30536.0,Boomers,30285.0
Ireland,2001,female,55-74 years,18.0,295191,6.1,30536.0,Silent,30285.0
Ireland,2001,female,15-24 years,14.0,313247,4.47,30536.0,Millenials,30285.0
Ireland,2001,female,25-34 years,11.0,294059,3.74,30536.0,Generation X,30285.0
Ireland,2001,female,75+ years,2.0,116212,1.72,30536.0,Silent,30285.0
Ireland,2001,male,5-14 years,2.0,284509,0.7,30536.0,Millenials,30285.0
Ireland,2001,female,5-14 years,0.0,269812,0.0,30536.0,Millenials,30285.0
Ireland,2002,male,25-34 years,100.0,308477,32.42,35154.0,Generation X,34903.0
Ireland,2002,male,15-24 years,89.0,325705,27.33,35154.0,Millenials,34903.0
Ireland,2002,male,55-74 years,62.0,294395,21.06,35154.0,Silent,34903.0
Ireland,2002,male,35-54 years,109.0,521397,20.91,35154.0,Boomers,34903.0
Ireland,2002,male,75+ years,7.0,72146,9.7,35154.0,Silent,34903.0
Ireland,2002,female,25-34 years,19.0,308892,6.15,35154.0,Generation X,34903.0
Ireland,2002,female,35-54 years,29.0,521940,5.56,35154.0,Boomers,34903.0
Ireland,2002,female,55-74 years,14.0,302754,4.62,35154.0,Silent,34903.0
Ireland,2002,female,15-24 years,14.0,315817,4.43,35154.0,Millenials,34903.0
Ireland,2002,female,75+ years,3.0,118252,2.54,35154.0,Silent,34903.0
Ireland,2002,female,5-14 years,2.0,267794,0.75,35154.0,Millenials,34903.0
Ireland,2002,male,5-14 years,1.0,282004,0.35,35154.0,Millenials,34903.0
Ireland,2003,male,15-24 years,93.0,325589,28.56,44473.0,Millenials,44222.0
Ireland,2003,male,35-54 years,135.0,529155,25.51,44473.0,Boomers,44222.0
Ireland,2003,male,25-34 years,61.0,316763,19.26,44473.0,Generation X,44222.0
Ireland,2003,male,55-74 years,57.0,304682,18.71,44473.0,Silent,44222.0
Ireland,2003,male,75+ years,10.0,73562,13.59,44473.0,Silent,44222.0
Ireland,2003,female,35-54 years,37.0,530989,6.97,44473.0,Boomers,44222.0
Ireland,2003,female,55-74 years,21.0,311239,6.75,44473.0,Silent,44222.0
Ireland,2003,female,25-34 years,16.0,315513,5.07,44473.0,Generation X,44222.0
Ireland,2003,female,15-24 years,15.0,317275,4.73,44473.0,Millenials,44222.0
Ireland,2003,female,75+ years,5.0,120328,4.16,44473.0,Silent,44222.0
Ireland,2003,female,5-14 years,2.0,267103,0.75,44473.0,Millenials,44222.0
Ireland,2003,male,5-14 years,2.0,281881,0.71,44473.0,Millenials,44222.0
Ireland,2004,male,35-54 years,152.0,539660,28.17,51662.0,Boomers,51411.0
Ireland,2004,male,15-24 years,86.0,324349,26.51,51662.0,Millenials,51411.0
Ireland,2004,male,25-34 years,84.0,325356,25.82,51662.0,Generation X,51411.0
Ireland,2004,male,55-74 years,60.0,313994,19.11,51662.0,Silent,51411.0
Ireland,2004,male,75+ years,7.0,75345,9.29,51662.0,Silent,51411.0
Ireland,2004,female,35-54 years,31.0,539721,5.74,51662.0,Boomers,51411.0
Ireland,2004,female,55-74 years,18.0,319814,5.63,51662.0,Silent,51411.0
Ireland,2004,female,25-34 years,15.0,324860,4.62,51662.0,Generation X,51411.0
Ireland,2004,female,15-24 years,8.0,315174,2.54,51662.0,Millenials,51411.0
Ireland,2004,female,75+ years,2.0,122315,1.64,51662.0,Silent,51411.0
Ireland,2004,male,5-14 years,1.0,283674,0.35,51662.0,Millenials,51411.0
Ireland,2004,female,5-14 years,0.0,268417,0.0,51662.0,Millenials,51411.0
Ireland,2005,male,25-34 years,86.0,344139,24.99,55213.0,Generation X,54962.0
Ireland,2005,male,15-24 years,80.0,322805,24.78,55213.0,Millenials,54962.0
Ireland,2005,male,35-54 years,134.0,552960,24.23,55213.0,Boomers,54962.0
Ireland,2005,male,55-74 years,59.0,323255,18.25,55213.0,Silent,54962.0
Ireland,2005,female,25-34 years,21.0,337499,6.22,55213.0,Generation X,54962.0
Ireland,2005,female,15-24 years,18.0,314542,5.72,55213.0,Millenials,54962.0
Ireland,2005,female,55-74 years,17.0,329510,5.16,55213.0,Silent,54962.0
Ireland,2005,female,35-54 years,27.0,550357,4.91,55213.0,Boomers,54962.0
Ireland,2005,female,75+ years,4.0,124661,3.21,55213.0,Silent,54962.0
Ireland,2005,male,75+ years,2.0,77704,2.57,55213.0,Silent,54962.0
Ireland,2005,male,5-14 years,2.0,285659,0.7,55213.0,Millenials,54962.0
Ireland,2005,female,5-14 years,1.0,270266,0.37,55213.0,Millenials,54962.0
Ireland,2006,male,15-24 years,87.0,321007,27.1,58941.0,Millenials,58690.0
Ireland,2006,male,25-34 years,86.0,366739,23.45,58941.0,Generation X,58690.0
Ireland,2006,male,35-54 years,125.0,577782,21.63,58941.0,Boomers,58690.0
Ireland,2006,male,55-74 years,61.0,332939,18.32,58941.0,Silent,58690.0
Ireland,2006,male,75+ years,11.0,79660,13.81,58941.0,Silent,58690.0
Ireland,2006,female,55-74 years,18.0,336664,5.35,58941.0,Silent,58690.0
Ireland,2006,female,35-54 years,30.0,567465,5.29,58941.0,Boomers,58690.0
Ireland,2006,female,15-24 years,16.0,311725,5.13,58941.0,Millenials,58690.0
Ireland,2006,female,25-34 years,12.0,355700,3.37,58941.0,Generation X,58690.0
Ireland,2006,female,75+ years,2.0,125700,1.59,58941.0,Silent,58690.0
Ireland,2006,female,5-14 years,2.0,273709,0.73,58941.0,Millenials,58690.0
Ireland,2006,male,5-14 years,2.0,288488,0.69,58941.0,Millenials,58690.0
Ireland,2007,male,15-24 years,76.0,320350,23.72,67032.0,Millenials,66781.0
Ireland,2007,male,25-34 years,91.0,387302,23.5,67032.0,Generation X,66781.0
Ireland,2007,male,35-54 years,119.0,590396,20.16,67032.0,Boomers,66781.0
Ireland,2007,male,55-74 years,61.0,338808,18.0,67032.0,Silent,66781.0
Ireland,2007,male,75+ years,8.0,81128,9.86,67032.0,Silent,66781.0
Ireland,2007,female,35-54 years,45.0,579555,7.76,67032.0,Boomers,66781.0
Ireland,2007,female,25-34 years,19.0,375744,5.06,67032.0,Generation X,66781.0
Ireland,2007,female,15-24 years,15.0,313405,4.79,67032.0,Millenials,66781.0
Ireland,2007,female,55-74 years,13.0,341816,3.8,67032.0,Silent,66781.0
Ireland,2007,male,5-14 years,7.0,292637,2.39,67032.0,Generation Z,66781.0
Ireland,2007,female,75+ years,3.0,126722,2.37,67032.0,Silent,66781.0
Ireland,2007,female,5-14 years,1.0,278844,0.36,67032.0,Generation Z,66781.0
Ireland,2008,male,25-34 years,100.0,394740,25.33,67173.0,Generation X,66922.0
Ireland,2008,male,35-54 years,142.0,602168,23.58,67173.0,Boomers,66922.0
Ireland,2008,male,15-24 years,69.0,310260,22.24,67173.0,Millenials,66922.0
Ireland,2008,male,55-74 years,66.0,348515,18.94,67173.0,Silent,66922.0
Ireland,2008,female,15-24 years,25.0,307663,8.13,67173.0,Millenials,66922.0
Ireland,2008,female,35-54 years,46.0,593336,7.75,67173.0,Boomers,66922.0
Ireland,2008,female,55-74 years,27.0,352281,7.66,67173.0,Silent,66922.0
